81.93.42.152 - - [07/Jul/2024:00:06:19 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:32:54 +0900] "GET /recruit-app/companyinfo/adminCompanyinfoWrite.do HTTP/1.1" 200 15712
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:33:17 +0900] "POST /recruit-app/companyinfo/addCompanyinfoWrite.do HTTP/1.1" 500 4132
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:33:25 +0900] "POST /recruit-app/companyinfo/addCompanyinfoWrite.do HTTP/1.1" 500 4132
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:35:37 +0900] "GET /recruit-app/companyinfo/adminCompanyinfoList.do HTTP/1.1" 200 18306
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:35:37 +0900] "GET /css/basic.css HTTP/1.1" 404 824
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:35:37 +0900] "GET /css/reset.css HTTP/1.1" 404 824
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:35:37 +0900] "GET /css/ionicons.css HTTP/1.1" 404 827
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:35:37 +0900] "GET /css/button.css HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:35:37 +0900] "GET /css/font-awesome.css HTTP/1.1" 404 831
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:35:39 +0900] "GET /recruit-app/companyinfo/adminCompanyinfoWrite.do HTTP/1.1" 200 15711
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:35:58 +0900] "POST /recruit-app/companyinfo/addCompanyinfoWrite.do HTTP/1.1" 500 15871
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:36:23 +0900] "GET /recruit-app/companyinfo/adminCompanyinfoWrite.do HTTP/1.1" 200 15711
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:36:23 +0900] "GET /recruit-app/companyinfo/adminCompanyinfoWrite.do HTTP/1.1" 200 15711
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:36:25 +0900] "GET /recruit-app/companyinfo/adminCompanyinfoList.do HTTP/1.1" 200 18306
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:36:25 +0900] "GET /css/reset.css HTTP/1.1" 404 824
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:36:25 +0900] "GET /css/basic.css HTTP/1.1" 404 824
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:36:25 +0900] "GET /css/button.css HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:36:25 +0900] "GET /css/font-awesome.css HTTP/1.1" 404 831
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:36:25 +0900] "GET /css/ionicons.css HTTP/1.1" 404 827
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:36:26 +0900] "GET /recruit-app/companyinfo/adminCompanyinfoWrite.do HTTP/1.1" 200 15711
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:36:47 +0900] "POST /recruit-app/companyinfo/addCompanyinfoWrite.do HTTP/1.1" 200 15711
127.0.0.1 - - [07/Jul/2024:22:17:00 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:17:01 +0900] "GET /recruit-app/index.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:17:02 +0900] "GET /recruit-app/main/main.do HTTP/1.1" 200 51560
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:17:02 +0900] "GET /recruit-app/main/global_user.css HTTP/1.1" 404 847
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:17:02 +0900] "GET /recruit-app/assets/images/ads/3.webp HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:17:02 +0900] "GET /recruit-app/assets/images/ads/2.webp HTTP/1.1" 200 36590
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:17:02 +0900] "GET /recruit-app/assets/images/company/comp_0008_img.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:17:02 +0900] "GET /recruit-app/assets/images/company/comp_0002_img.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:17:02 +0900] "GET /recruit-app/assets/images/company/comp_0007_img.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:17:02 +0900] "GET /recruit-app/assets/images/company/comp_0010_img.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:17:02 +0900] "GET /recruit-app/assets/images/company/comp_0004_img.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:17:02 +0900] "GET /recruit-app/assets/images/company/comp_0001_img.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:17:02 +0900] "GET /recruit-app/assets/images/company/comp_0009_img.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:17:02 +0900] "GET /recruit-app/assets/images/company/comp_0005_img.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:17:02 +0900] "GET /recruit-app/assets/images/company/comp_0003_img.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:17:04 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:17:11 +0900] "GET /recruit-app/manage/recruits.do HTTP/1.1" 200 20897
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:17:11 +0900] "GET /recruit-app/assets/css/material-dashboard.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:17:11 +0900] "GET /recruit-app/assets/js/admin/datepicker-ko.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:17:11 +0900] "GET //recruit-app/assets/css/manage/order/reset.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:17:11 +0900] "GET //recruit-app/assets/css/manage/order/admin.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:17:11 +0900] "GET /css/button.css HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:17:11 +0900] "GET /css/basic.css HTTP/1.1" 404 824
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:17:11 +0900] "GET /css/font-awesome.css HTTP/1.1" 404 831
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:17:11 +0900] "GET /css/reset.css HTTP/1.1" 404 824
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:17:11 +0900] "GET /css/ionicons.css HTTP/1.1" 404 827
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:17:12 +0900] "GET /recruit-app/api/manage/recruits.do?startNum=1&endNum=5 HTTP/1.1" 200 2272
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:17:12 +0900] "GET /recruit-app/api/manage/recruit/counts.do HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:17:13 +0900] "GET /recruit-app/companyinfo/adminCompanyinfoList.do HTTP/1.1" 200 18306
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:17:13 +0900] "GET /recruit-app/assets/css/manage/order/reset.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:17:13 +0900] "GET /recruit-app/assets/css/manage/order/admin.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:17:13 +0900] "GET /recruit-app/assets/images/company/logo/comp_0002_logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:17:13 +0900] "GET /recruit-app/assets/images/company/logo/comp_0001_logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:17:13 +0900] "GET /recruit-app/assets/images/company/logo/comp_0003_logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:17:13 +0900] "GET /css/reset.css HTTP/1.1" 404 824
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:17:13 +0900] "GET /css/basic.css HTTP/1.1" 404 824
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:17:13 +0900] "GET /css/button.css HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:17:13 +0900] "GET /recruit-app/assets/images/company/logo/comp_0004_logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:17:13 +0900] "GET /css/font-awesome.css HTTP/1.1" 404 831
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:17:13 +0900] "GET /recruit-app/assets/images/company/logo/comp_0006_logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:17:13 +0900] "GET /recruit-app/assets/images/company/logo/comp_0008_logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:17:13 +0900] "GET /recruit-app/assets/images/company/logo/comp_0007_logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:17:13 +0900] "GET /recruit-app/assets/images/company/logo/comp_0005_logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:17:13 +0900] "GET /css/ionicons.css HTTP/1.1" 404 827
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:17:13 +0900] "GET /recruit-app/assets/images/company/logo/comp_0009_logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:17:13 +0900] "GET /recruit-app/assets/images/company/logo/comp_0010_logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:17:16 +0900] "GET /recruit-app/companyinfo/adminCompanyinfoWrite.do HTTP/1.1" 200 15711
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:17:16 +0900] "GET /recruit-app/assets/css/manage/goods/general.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:17:16 +0900] "GET /recruit-app/assets/images/manage/common/bul_subtitle.gif HTTP/1.1" 200 1174
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:19:14 +0900] "POST /recruit-app/companyinfo/addCompanyinfoWrite.do HTTP/1.1" 200 15711
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:21:19 +0900] "GET /recruit-app/manage/dashboard/dashboard.jsp HTTP/1.1" 200 16614
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:21:21 +0900] "GET /recruit-app/manage/dashboard/dashboard.do HTTP/1.1" 200 19522
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:21:43 +0900] "GET /recruit-app/companyinfo/companyinfoDetail.do?companyCode=comp_0002 HTTP/1.1" 200 25280
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:21:43 +0900] "GET /recruit-app/assets/css/layout/user/layout.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:21:43 +0900] "GET /recruit-app/assets/css/layout/user/common-sv-202405271315.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:21:43 +0900] "GET /recruit-app/assets/images/company/comp_0002_logo.png HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:21:43 +0900] "GET /content/images/company/bg-header4.png HTTP/1.1" 404 856
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:21:45 +0900] "GET /recruit-app/main/main.do HTTP/1.1" 200 51560
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:21:45 +0900] "GET /recruit-app/main/global_user.css HTTP/1.1" 404 847
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:21:46 +0900] "GET /recruit-app/companyinfo/companyinfoList.do HTTP/1.1" 200 31351
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:21:46 +0900] "GET /recruit-app/assets/images/company/comp_0002_logo.png HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:21:46 +0900] "GET /recruit-app/assets/images/company/comp_0001_logo.png HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:21:46 +0900] "GET /recruit-app/assets/images/company/comp_0003_logo.png HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:21:46 +0900] "GET /recruit-app/assets/images/company/comp_0004_logo.png HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:21:46 +0900] "GET /recruit-app/assets/images/company/comp_0007_logo.png HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:21:46 +0900] "GET /recruit-app/assets/images/company/comp_0005_logo.png HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:21:46 +0900] "GET /recruit-app/assets/images/company/comp_0008_logo.png HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:21:46 +0900] "GET /recruit-app/assets/images/company/comp_0009_logo.png HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:21:46 +0900] "GET /recruit-app/assets/images/company/comp_0006_logo.png HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:21:46 +0900] "GET /recruit-app/assets/images/company/comp_0010_logo.png HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:21:46 +0900] "GET /recruit-app/assets/images/company/comp_0011_logo.png HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:21:54 +0900] "GET /sm/49af798104dba87a942919357f383e653ce9152ba9bdc9bbfa8ba846a1b04235.map HTTP/1.1" 404 882
185.224.128.43 - - [07/Jul/2024:22:26:55 +0900] "GET / HTTP/1.1" 404 766
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:27:47 +0900] "GET /recruit-app/companyinfo/companyinfoList.do HTTP/1.1" 200 31351
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:27:47 +0900] "GET /recruit-app/assets/images/company/comp_0001_logo.png HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:27:47 +0900] "GET /recruit-app/assets/images/company/comp_0002_logo.png HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:27:47 +0900] "GET /recruit-app/assets/images/company/comp_0003_logo.png HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:27:47 +0900] "GET /recruit-app/assets/images/company/comp_0004_logo.png HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:27:47 +0900] "GET /recruit-app/assets/images/company/comp_0005_logo.png HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:27:47 +0900] "GET /recruit-app/assets/images/company/comp_0007_logo.png HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:27:47 +0900] "GET /recruit-app/assets/images/company/comp_0006_logo.png HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:27:47 +0900] "GET /recruit-app/assets/images/company/comp_0011_logo.png HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:27:47 +0900] "GET /recruit-app/assets/images/company/comp_0008_logo.png HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:27:47 +0900] "GET /recruit-app/assets/images/company/comp_0010_logo.png HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:27:47 +0900] "GET /recruit-app/assets/images/company/comp_0009_logo.png HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:27:48 +0900] "GET /recruit-app/companyinfo/companyinfoList.do HTTP/1.1" 200 31351
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:27:48 +0900] "GET /recruit-app/assets/images/company/comp_0001_logo.png HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:27:48 +0900] "GET /recruit-app/assets/images/company/comp_0002_logo.png HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:27:48 +0900] "GET /recruit-app/assets/images/company/comp_0005_logo.png HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:27:48 +0900] "GET /recruit-app/assets/images/company/comp_0004_logo.png HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:27:48 +0900] "GET /recruit-app/assets/images/company/comp_0003_logo.png HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:27:48 +0900] "GET /recruit-app/assets/images/company/comp_0008_logo.png HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:27:48 +0900] "GET /recruit-app/assets/images/company/comp_0007_logo.png HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:27:48 +0900] "GET /recruit-app/assets/images/company/comp_0006_logo.png HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:27:48 +0900] "GET /recruit-app/assets/images/company/comp_0011_logo.png HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:27:48 +0900] "GET /recruit-app/assets/images/company/comp_0009_logo.png HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:27:48 +0900] "GET /recruit-app/assets/images/company/comp_0010_logo.png HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:28:03 +0900] "GET /recruit-app/companyinfo/companyinfoList.do HTTP/1.1" 200 31351
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:28:03 +0900] "GET /recruit-app/assets/images/company/comp_0001_logo.png HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:28:03 +0900] "GET /recruit-app/assets/images/company/comp_0002_logo.png HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:28:03 +0900] "GET /recruit-app/assets/images/company/comp_0003_logo.png HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:28:03 +0900] "GET /recruit-app/assets/images/company/comp_0004_logo.png HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:28:03 +0900] "GET /recruit-app/assets/images/company/comp_0006_logo.png HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:28:03 +0900] "GET /recruit-app/assets/images/company/comp_0005_logo.png HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:28:03 +0900] "GET /recruit-app/assets/images/company/comp_0007_logo.png HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:28:03 +0900] "GET /recruit-app/assets/images/company/comp_0008_logo.png HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:28:03 +0900] "GET /recruit-app/assets/images/company/comp_0009_logo.png HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:28:03 +0900] "GET /recruit-app/assets/images/company/comp_0010_logo.png HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:28:03 +0900] "GET /recruit-app/assets/images/company/comp_0011_logo.png HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:28:04 +0900] "GET /recruit-app/companyinfo/companyinfoList.do HTTP/1.1" 200 31351
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:28:04 +0900] "GET /recruit-app/assets/images/company/comp_0001_logo.png HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:28:04 +0900] "GET /recruit-app/assets/images/company/comp_0002_logo.png HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:28:04 +0900] "GET /recruit-app/assets/images/company/comp_0003_logo.png HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:28:04 +0900] "GET /recruit-app/assets/images/company/comp_0005_logo.png HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:28:04 +0900] "GET /recruit-app/assets/images/company/comp_0004_logo.png HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:28:04 +0900] "GET /recruit-app/assets/images/company/comp_0008_logo.png HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:28:04 +0900] "GET /recruit-app/assets/images/company/comp_0007_logo.png HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:28:04 +0900] "GET /recruit-app/assets/images/company/comp_0006_logo.png HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:28:04 +0900] "GET /recruit-app/assets/images/company/comp_0009_logo.png HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:28:04 +0900] "GET /recruit-app/assets/images/company/comp_0010_logo.png HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:28:04 +0900] "GET /recruit-app/assets/images/company/comp_0011_logo.png HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:28:09 +0900] "GET /recruit-app/companyinfo/companyinfoDetail.do?companyCode=comp_0011 HTTP/1.1" 200 20148
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:28:09 +0900] "GET /recruit-app/assets/images/company/logo/comp_0011_logo.png HTTP/1.1" 404 884
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:28:09 +0900] "GET /content/images/company/bg-header4.png HTTP/1.1" 404 856
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:33:37 +0900] "GET /recruit-app/companyinfo/companyinfoList.do HTTP/1.1" 200 31351
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:33:37 +0900] "GET /recruit-app/assets/images/company/comp_0001_logo.png HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:33:37 +0900] "GET /recruit-app/assets/css/layout/user/c76e012c05e1318d.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:33:37 +0900] "GET /recruit-app/assets/images/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:33:37 +0900] "GET /recruit-app/assets/css/layout/user/pretendardvariable-dynamic-subset.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:33:37 +0900] "GET /recruit-app/assets/images/company/comp_0002_logo.png HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:33:37 +0900] "GET /recruit-app/assets/images/company/comp_0003_logo.png HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:33:37 +0900] "GET /recruit-app/assets/images/company/comp_0005_logo.png HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:33:37 +0900] "GET /recruit-app/assets/images/company/comp_0004_logo.png HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:33:38 +0900] "GET /recruit-app/assets/images/company/comp_0006_logo.png HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:33:38 +0900] "GET /recruit-app/assets/images/company/comp_0009_logo.png HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:33:38 +0900] "GET /recruit-app/assets/images/company/comp_0007_logo.png HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:33:38 +0900] "GET /recruit-app/assets/images/company/comp_0008_logo.png HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:33:38 +0900] "GET /recruit-app/assets/images/company/comp_0010_logo.png HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:33:38 +0900] "GET /recruit-app/assets/images/company/comp_0011_logo.png HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:33:39 +0900] "GET /recruit-app/companyinfo/companyinfoList.do HTTP/1.1" 200 31351
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:33:39 +0900] "GET /recruit-app/assets/images/company/comp_0002_logo.png HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:33:39 +0900] "GET /recruit-app/assets/images/company/comp_0001_logo.png HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:33:39 +0900] "GET /recruit-app/assets/images/company/comp_0006_logo.png HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:33:39 +0900] "GET /recruit-app/assets/images/company/comp_0004_logo.png HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:33:39 +0900] "GET /recruit-app/assets/images/company/comp_0007_logo.png HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:33:39 +0900] "GET /recruit-app/assets/images/company/comp_0003_logo.png HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:33:39 +0900] "GET /recruit-app/assets/images/company/comp_0005_logo.png HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:33:39 +0900] "GET /recruit-app/assets/images/company/comp_0008_logo.png HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:33:39 +0900] "GET /recruit-app/assets/images/company/comp_0009_logo.png HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:33:39 +0900] "GET /recruit-app/assets/images/company/comp_0011_logo.png HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:33:39 +0900] "GET /recruit-app/assets/images/company/comp_0010_logo.png HTTP/1.1" 404 875
127.0.0.1 - - [07/Jul/2024:22:34:02 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:34:02 +0900] "GET /recruit-app/index.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:34:03 +0900] "GET /recruit-app/main/global_user.css HTTP/1.1" 404 847
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:34:03 +0900] "GET /recruit-app/main/main.do HTTP/1.1" 200 51560
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:34:03 +0900] "GET /recruit-app/assets/images/ads/3.webp HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:34:03 +0900] "GET /recruit-app/assets/images/ads/2.webp HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:34:03 +0900] "GET /recruit-app/assets/images/company/comp_0002_img.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:34:03 +0900] "GET /recruit-app/assets/images/company/comp_0008_img.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:34:03 +0900] "GET /recruit-app/assets/images/company/comp_0004_img.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Jul/2024:22:34:03 +0900] "GET /recruit-app/assets/images/company/comp_0010_img.png HTTP/1.1" 304 -
