4.156.21.72 - - [15/Jul/2024:00:14:56 +0900] "GET /actuator/health HTTP/1.1" 404 826
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:16:28 +0900] "POST /recruit-app/api/manage/recruit.do HTTP/1.1" 200 7
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:16:30 +0900] "GET /recruit-app/manage/recruit/recruits.do HTTP/1.1" 200 21637
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:16:30 +0900] "GET /css/reset.css HTTP/1.1" 404 824
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:16:30 +0900] "GET /css/basic.css HTTP/1.1" 404 824
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:16:30 +0900] "GET /css/font-awesome.css HTTP/1.1" 404 831
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:16:30 +0900] "GET /css/button.css HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:16:30 +0900] "GET /css/ionicons.css HTTP/1.1" 404 827
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:16:30 +0900] "GET /recruit-app/api/manage/recruits.do?startNum=1&endNum=5 HTTP/1.1" 200 2260
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:16:30 +0900] "GET /recruit-app/api/manage/recruit/counts.do?startNum=1&endNum=5 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:16:33 +0900] "GET /recruit-app/manage/resumes.do?recruitNum=30&companyCode=comp_0001 HTTP/1.1" 200 20779
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:16:33 +0900] "GET /resources/demos/style.css HTTP/1.1" 404 840
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:16:33 +0900] "GET /css/font-awesome.css HTTP/1.1" 404 831
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:16:33 +0900] "GET /css/button.css HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:16:33 +0900] "GET /css/ionicons.css HTTP/1.1" 404 827
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:16:33 +0900] "GET /css/basic.css HTTP/1.1" 404 824
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:16:33 +0900] "GET /css/reset.css HTTP/1.1" 404 824
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:16:33 +0900] "POST /recruit-app/api/manage/recruit/summary.do HTTP/1.1" 200 99
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:16:33 +0900] "GET /recruit-app/api/manage/resume/counts.do?recruitId=30&startNum=1&endNum=5&category=0&keyword=&startDate=&endDate=&career=0&endSchool= HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:16:33 +0900] "GET /recruit-app/api/manage/resumes.do?recruitId=30&startNum=1&endNum=5&category=0&keyword=&startDate=&endDate=&career=0&endSchool= HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:16:37 +0900] "GET /recruit-app/api/manage/recruits.do?startNum=1&endNum=5 HTTP/1.1" 200 2260
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:16:37 +0900] "GET /recruit-app/api/manage/recruit/counts.do?startNum=1&endNum=5 HTTP/1.1" 200 12
87.121.69.24 - - [15/Jul/2024:02:17:09 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:17:42 +0900] "GET /recruit-app/manage/review/review.do HTTP/1.1" 200 18436
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:17:42 +0900] "GET /css/basic.css HTTP/1.1" 404 824
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:17:42 +0900] "GET /css/reset.css HTTP/1.1" 404 824
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:17:42 +0900] "GET /css/button.css HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:17:42 +0900] "GET /css/ionicons.css HTTP/1.1" 404 827
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:17:42 +0900] "GET /css/font-awesome.css HTTP/1.1" 404 831
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:17:43 +0900] "GET /recruit-app/manage/recruit/recruits.do HTTP/1.1" 200 21637
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:17:43 +0900] "GET /css/basic.css HTTP/1.1" 404 824
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:17:43 +0900] "GET /css/reset.css HTTP/1.1" 404 824
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:17:43 +0900] "GET /css/button.css HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:17:43 +0900] "GET /css/font-awesome.css HTTP/1.1" 404 831
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:17:43 +0900] "GET /css/ionicons.css HTTP/1.1" 404 827
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:17:43 +0900] "GET /recruit-app/api/manage/recruits.do?startNum=1&endNum=5 HTTP/1.1" 200 2260
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:17:43 +0900] "GET /recruit-app/api/manage/recruit/counts.do?startNum=1&endNum=5 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:17:49 +0900] "GET /recruit-app/manage/review/review.do HTTP/1.1" 200 18436
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:17:49 +0900] "GET /css/basic.css HTTP/1.1" 404 824
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:17:49 +0900] "GET /css/reset.css HTTP/1.1" 404 824
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:17:49 +0900] "GET /css/ionicons.css HTTP/1.1" 404 827
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:17:49 +0900] "GET /css/button.css HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:17:49 +0900] "GET /css/font-awesome.css HTTP/1.1" 404 831
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:18:00 +0900] "GET /recruit-app/manage/review/review.do?code=list&sfl=id&stx=%EA%B5%AC%EB%82%B4%EC%8B%9D%EB%8B%B9 HTTP/1.1" 200 14976
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:18:00 +0900] "GET /css/reset.css HTTP/1.1" 404 824
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:18:00 +0900] "GET /css/font-awesome.css HTTP/1.1" 404 831
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:18:00 +0900] "GET /css/basic.css HTTP/1.1" 404 824
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:18:00 +0900] "GET /css/button.css HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:18:00 +0900] "GET /css/ionicons.css HTTP/1.1" 404 827
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:18:04 +0900] "GET /recruit-app/manage/review/review.do?code=list&sfl=titleOrContent&stx=%EA%B5%AC%EB%82%B4%EC%8B%9D%EB%8B%B9 HTTP/1.1" 200 15351
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:18:04 +0900] "GET /css/reset.css HTTP/1.1" 404 824
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:18:04 +0900] "GET /css/basic.css HTTP/1.1" 404 824
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:18:04 +0900] "GET /css/font-awesome.css HTTP/1.1" 404 831
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:18:04 +0900] "GET /css/ionicons.css HTTP/1.1" 404 827
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:18:04 +0900] "GET /css/button.css HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:18:09 +0900] "GET /recruit-app/manage/review/reviewUpdate.do?reviewNum=4 HTTP/1.1" 200 12622
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:18:09 +0900] "GET /recruit-app/assets/images/company/logo/comp_0012_logo7.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:18:21 +0900] "POST /recruit-app/manage/review/updateReview.do HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:18:21 +0900] "GET /recruit-app/manage/review/review.do HTTP/1.1" 200 18436
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:18:21 +0900] "GET /css/reset.css HTTP/1.1" 404 824
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:18:21 +0900] "GET /css/button.css HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:18:21 +0900] "GET /css/ionicons.css HTTP/1.1" 404 827
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:18:21 +0900] "GET /css/basic.css HTTP/1.1" 404 824
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:18:21 +0900] "GET /css/font-awesome.css HTTP/1.1" 404 831
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:18:27 +0900] "GET /recruit-app/manage/review/review.do?code=list&sfl=titleOrContent&stx=%EA%B5%AC%EB%82%B4%EC%8B%9D%EB%8B%B9 HTTP/1.1" 200 15348
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:18:27 +0900] "GET /css/reset.css HTTP/1.1" 404 824
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:18:27 +0900] "GET /css/ionicons.css HTTP/1.1" 404 827
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:18:27 +0900] "GET /css/basic.css HTTP/1.1" 404 824
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:18:27 +0900] "GET /css/button.css HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:18:27 +0900] "GET /css/font-awesome.css HTTP/1.1" 404 831
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:18:28 +0900] "GET /recruit-app/manage/review/reviewUpdate.do?reviewNum=4 HTTP/1.1" 200 12619
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:18:36 +0900] "GET /recruit-app/manage/review/review.do HTTP/1.1" 200 18436
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:18:36 +0900] "GET /css/button.css HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:18:36 +0900] "GET /css/ionicons.css HTTP/1.1" 404 827
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:18:36 +0900] "GET /css/basic.css HTTP/1.1" 404 824
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:18:36 +0900] "GET /css/reset.css HTTP/1.1" 404 824
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:18:36 +0900] "GET /css/font-awesome.css HTTP/1.1" 404 831
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:18:39 +0900] "GET /recruit-app/manage/review/review.do HTTP/1.1" 200 18436
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:18:39 +0900] "GET /css/reset.css HTTP/1.1" 404 824
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:18:39 +0900] "GET /css/basic.css HTTP/1.1" 404 824
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:18:39 +0900] "GET /css/font-awesome.css HTTP/1.1" 404 831
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:18:39 +0900] "GET /css/button.css HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:18:39 +0900] "GET /css/ionicons.css HTTP/1.1" 404 827
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:18:55 +0900] "GET /recruit-app/manage/review/reviewUpdate.do?reviewNum=26 HTTP/1.1" 200 12448
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:18:58 +0900] "POST /recruit-app/manage/review/deleteReview.do HTTP/1.1" 200 27
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:18:58 +0900] "GET /recruit-app/manage/review/review.do HTTP/1.1" 200 18262
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:18:59 +0900] "GET /css/basic.css HTTP/1.1" 404 824
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:18:59 +0900] "GET /css/reset.css HTTP/1.1" 404 824
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:18:59 +0900] "GET /css/button.css HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:18:59 +0900] "GET /css/font-awesome.css HTTP/1.1" 404 831
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:18:59 +0900] "GET /css/ionicons.css HTTP/1.1" 404 827
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:19:22 +0900] "GET /recruit-app/manage/qna/qnas.do HTTP/1.1" 200 14407
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:19:25 +0900] "GET /recruit-app/manage/review/review.do HTTP/1.1" 200 18262
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:19:25 +0900] "GET /css/reset.css HTTP/1.1" 404 824
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:19:25 +0900] "GET /css/basic.css HTTP/1.1" 404 824
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:19:25 +0900] "GET /css/button.css HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:19:25 +0900] "GET /css/font-awesome.css HTTP/1.1" 404 831
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:19:25 +0900] "GET /css/ionicons.css HTTP/1.1" 404 827
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:19:33 +0900] "GET /recruit-app/manage/qna/qnas.do HTTP/1.1" 200 14407
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:19:40 +0900] "GET /recruit-app/manage/qna/new_qnas.do HTTP/1.1" 200 14265
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:19:42 +0900] "GET /recruit-app/manage/qna/qnas.do HTTP/1.1" 200 14407
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:19:43 +0900] "GET /recruit-app/manage/qna/old_detail.do?qna_num=11 HTTP/1.1" 200 8771
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:19:46 +0900] "GET /recruit-app/manage/qna/qnas.do HTTP/1.1" 200 14407
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:19:49 +0900] "GET /recruit-app/manage/qna/old_detail.do?qna_num=4 HTTP/1.1" 200 8889
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:19:52 +0900] "GET /recruit-app/manage/qna/qnas.do HTTP/1.1" 200 14407
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:19:55 +0900] "GET /recruit-app/manage/qna/qnas.do?currentPage=2&itemsPerPage=10 HTTP/1.1" 200 11492
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:19:56 +0900] "GET /recruit-app/manage/qna/new_qnas.do HTTP/1.1" 200 14265
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:19:58 +0900] "GET /recruit-app/manage/qna/new_detail.do?qna_num=12 HTTP/1.1" 200 11376
149.50.103.48 - - [15/Jul/2024:02:20:29 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:21:57 +0900] "GET /recruit-app/manage/qna/new_qnas.do?currentPage=2&itemsPerPage=10 HTTP/1.1" 200 12511
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:21:59 +0900] "GET /recruit-app/manage/qna/new_detail.do?qna_num=26 HTTP/1.1" 200 11370
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:22:11 +0900] "POST /recruit-app/manage/qna/qnas.do HTTP/1.1" 200 14387
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:22:13 +0900] "GET /recruit-app/manage/qna/old_detail.do?qna_num=26 HTTP/1.1" 200 8772
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:22:15 +0900] "GET /recruit-app/manage/qna/qnas.do HTTP/1.1" 200 14387
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:22:58 +0900] "GET /recruit-app/manage/notice/notices.do HTTP/1.1" 200 11581
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:22:58 +0900] "GET /css/reset.css HTTP/1.1" 404 824
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:22:58 +0900] "GET /css/button.css HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:22:58 +0900] "GET /css/basic.css HTTP/1.1" 404 824
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:22:58 +0900] "GET /css/ionicons.css HTTP/1.1" 404 827
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:22:58 +0900] "GET /css/font-awesome.css HTTP/1.1" 404 831
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:23:04 +0900] "GET /recruit-app/manage/notice/noticesDetail.do?noticeNum=3 HTTP/1.1" 200 8029
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:23:06 +0900] "GET /recruit-app/manage/notice/noticesUpdatePage.do?noticeNum=3 HTTP/1.1" 200 11064
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:23:16 +0900] "POST /recruit-app/manage/notice/noticesUpdate.do HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:23:16 +0900] "GET /recruit-app/manage/notice/noticesDetail.do?noticeNum=3 HTTP/1.1" 200 8066
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:23:19 +0900] "GET /recruit-app/manage/notice/notices.do HTTP/1.1" 200 11581
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:23:19 +0900] "GET /css/basic.css HTTP/1.1" 404 824
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:23:19 +0900] "GET /css/reset.css HTTP/1.1" 404 824
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:23:19 +0900] "GET /css/font-awesome.css HTTP/1.1" 404 831
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:23:19 +0900] "GET /css/button.css HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:23:19 +0900] "GET /css/ionicons.css HTTP/1.1" 404 827
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:23:21 +0900] "GET /recruit-app/manage/notice/noticesDetail.do?noticeNum=3 HTTP/1.1" 200 8066
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:23:23 +0900] "GET /recruit-app/manage/notice/notices.do HTTP/1.1" 200 11581
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:23:23 +0900] "GET /css/reset.css HTTP/1.1" 404 824
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:23:23 +0900] "GET /css/basic.css HTTP/1.1" 404 824
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:23:23 +0900] "GET /css/button.css HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:23:23 +0900] "GET /css/ionicons.css HTTP/1.1" 404 827
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:23:23 +0900] "GET /css/font-awesome.css HTTP/1.1" 404 831
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:23:25 +0900] "GET /recruit-app/manage/notice/noticesWrite.do HTTP/1.1" 200 11555
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:23:43 +0900] "POST /recruit-app/manage/notice/noticesInsert.do HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:23:43 +0900] "GET /recruit-app/manage/notice/notices.do HTTP/1.1" 200 12025
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:23:43 +0900] "GET /css/ionicons.css HTTP/1.1" 404 827
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:23:43 +0900] "GET /css/basic.css HTTP/1.1" 404 824
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:23:43 +0900] "GET /css/font-awesome.css HTTP/1.1" 404 831
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:23:43 +0900] "GET /css/button.css HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:23:43 +0900] "GET /css/reset.css HTTP/1.1" 404 824
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:23:47 +0900] "GET /recruit-app/manage/notice/noticesDetail.do?noticeNum=5 HTTP/1.1" 200 8038
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:23:50 +0900] "POST /recruit-app/manage/notice/noticesDelete.do?noticeNum=5 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:23:50 +0900] "GET /recruit-app/manage/notice/notices.do HTTP/1.1" 200 11581
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:23:50 +0900] "GET /css/reset.css HTTP/1.1" 404 824
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:23:50 +0900] "GET /css/basic.css HTTP/1.1" 404 824
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:23:50 +0900] "GET /css/button.css HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:23:50 +0900] "GET /css/ionicons.css HTTP/1.1" 404 827
0:0:0:0:0:0:0:1 - - [15/Jul/2024:02:23:50 +0900] "GET /css/font-awesome.css HTTP/1.1" 404 831
67.217.60.61 - - [15/Jul/2024:02:31:04 +0900] "HEAD / HTTP/1.0" 404 -
127.0.0.1 - - [15/Jul/2024:09:19:34 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [15/Jul/2024:09:19:35 +0900] "GET /recruit-app/index.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Jul/2024:09:19:36 +0900] "GET /recruit-app/main/main.do HTTP/1.1" 200 66650
0:0:0:0:0:0:0:1 - - [15/Jul/2024:09:19:36 +0900] "GET /recruit-app/assets/images/company/comp_0012_img6.png HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [15/Jul/2024:09:19:36 +0900] "GET /recruit-app/assets/images/company/comp_0012_img6.png HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [15/Jul/2024:09:19:36 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [15/Jul/2024:09:19:47 +0900] "GET /recruit-app/manage/recruit/recruits.do HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Jul/2024:09:19:47 +0900] "GET /recruit-app/manage/adminLogin/adminLoginPage.do HTTP/1.1" 200 9737
0:0:0:0:0:0:0:1 - - [15/Jul/2024:09:19:52 +0900] "POST /recruit-app/manage/adminLogin/adminLogin.do HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Jul/2024:09:19:52 +0900] "GET /recruit-app/manage/dashboard/dashboard.do HTTP/1.1" 200 19990
0:0:0:0:0:0:0:1 - - [15/Jul/2024:09:19:52 +0900] "GET /recruit-app/assets/css/material-dashboard.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Jul/2024:09:19:55 +0900] "GET /recruit-app/manage/admin/admins.do HTTP/1.1" 200 32171
0:0:0:0:0:0:0:1 - - [15/Jul/2024:09:19:55 +0900] "GET /recruit-app/assets/css/manage/goods/default.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Jul/2024:09:19:55 +0900] "GET /recruit-app/assets/css/manage/goods/goods.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Jul/2024:09:19:55 +0900] "GET /css/reset.css HTTP/1.1" 404 824
0:0:0:0:0:0:0:1 - - [15/Jul/2024:09:19:55 +0900] "GET /css/basic.css HTTP/1.1" 404 824
0:0:0:0:0:0:0:1 - - [15/Jul/2024:09:19:55 +0900] "GET /css/ionicons.css HTTP/1.1" 404 827
0:0:0:0:0:0:0:1 - - [15/Jul/2024:09:19:55 +0900] "GET /css/button.css HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [15/Jul/2024:09:19:55 +0900] "GET /css/font-awesome.css HTTP/1.1" 404 831
0:0:0:0:0:0:0:1 - - [15/Jul/2024:09:19:55 +0900] "GET /recruit-app/api/manage/admins.do?startNum=1&endNum=10 HTTP/1.1" 200 1591
0:0:0:0:0:0:0:1 - - [15/Jul/2024:09:19:55 +0900] "GET /recruit-app/api/manage/admin/counts.do?startNum=1&endNum=10 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [15/Jul/2024:09:24:55 +0900] "POST /recruit-app/manage/admin/addAdmin.do HTTP/1.1" 200 198
0:0:0:0:0:0:0:1 - - [15/Jul/2024:09:24:56 +0900] "GET /recruit-app/api/manage/admins.do?keyword=&startNum=1&endNum=10 HTTP/1.1" 200 1591
0:0:0:0:0:0:0:1 - - [15/Jul/2024:09:24:56 +0900] "GET /recruit-app/api/manage/admin/counts.do?keyword=&startNum=1&endNum=10 HTTP/1.1" 200 12
117.235.66.233 - - [15/Jul/2024:09:25:58 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [15/Jul/2024:09:32:29 +0900] "POST /recruit-app/manage/admin/addAdmin.do HTTP/1.1" 200 199
0:0:0:0:0:0:0:1 - - [15/Jul/2024:09:32:30 +0900] "GET /recruit-app/api/manage/admins.do?keyword=&startNum=1&endNum=10 HTTP/1.1" 200 1591
0:0:0:0:0:0:0:1 - - [15/Jul/2024:09:32:30 +0900] "GET /recruit-app/api/manage/admin/counts.do?keyword=&startNum=1&endNum=10 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [15/Jul/2024:09:32:33 +0900] "GET /recruit-app/manage/logout.do HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Jul/2024:09:32:33 +0900] "GET /recruit-app/manage/logoutProcess.do?authority=%7B%22user%22%3A%22Y%22%2C%22company%22%3A%22Y%22%2C%22recruit%22%3A%22Y%22%2C%22review%22%3A%22Y%22%2C%22qna%22%3A%22Y%22%2C%22notice%22%3A%22Y%22%7D&adminId=test&position=%EC%8A%88%ED%8D%BC HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Jul/2024:09:32:33 +0900] "GET /recruit-app/manage/adminLogin/logoutProcess.do HTTP/1.1" 200 664
0:0:0:0:0:0:0:1 - - [15/Jul/2024:09:32:35 +0900] "GET /recruit-app/manage/adminLogin/adminLoginPage.do HTTP/1.1" 200 9737
0:0:0:0:0:0:0:1 - - [15/Jul/2024:09:32:42 +0900] "POST /recruit-app/manage/adminLogin/adminLogin.do HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Jul/2024:09:32:42 +0900] "GET /recruit-app/manage/dashboard/dashboard.do HTTP/1.1" 200 19990
0:0:0:0:0:0:0:1 - - [15/Jul/2024:09:32:46 +0900] "GET /recruit-app/manage/companyinfo/adminCompanyinfoList.do HTTP/1.1" 200 20233
0:0:0:0:0:0:0:1 - - [15/Jul/2024:09:32:46 +0900] "GET /recruit-app/assets/css/manage/order/admin.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Jul/2024:09:32:46 +0900] "GET /recruit-app/assets/css/manage/order/reset.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Jul/2024:09:32:46 +0900] "GET /css/basic.css HTTP/1.1" 404 824
0:0:0:0:0:0:0:1 - - [15/Jul/2024:09:32:46 +0900] "GET /css/reset.css HTTP/1.1" 404 824
0:0:0:0:0:0:0:1 - - [15/Jul/2024:09:32:46 +0900] "GET /recruit-app/assets/images/company/logo/comp_0004_logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Jul/2024:09:32:46 +0900] "GET /css/button.css HTTP/1.1" 404 825
